TITLE	N2200
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	21/10/25
TIME	14:29:24
SPECTROMETER/DATA SYSTEM	
LOCALE	1033
RESOLUTION	
DELTAX	-0.5
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	 1600.0000
LASTX	  200.0000
NPOINTS	    2801
FIRSTY	     0.00376
MAXY	     0.24411
MINY	     0.00376
XYDATA
1600.0000	0.00376155
1599.5000	0.00376579
1599.0000	0.00376977
1598.5000	0.00377236
1598.0000	0.00377721
1597.5000	0.00377929
1597.0000	0.00378176
1596.5000	0.00378136
1596.0000	0.00378277
1595.5000	0.00378434
1595.0000	0.00379116
1594.5000	0.00379177
1594.0000	0.00379341
1593.5000	0.0037968
1593.0000	0.0038007
1592.5000	0.00380341
1592.0000	0.00380988
1591.5000	0.003811
1591.0000	0.00381752
1590.5000	0.00381916
1590.0000	0.00382566
1589.5000	0.00382737
1589.0000	0.00383178
1588.5000	0.00383217
1588.0000	0.00384
1587.5000	0.00384247
1587.0000	0.00384754
1586.5000	0.00384921
1586.0000	0.00385474
1585.5000	0.00385732
1585.0000	0.00386214
1584.5000	0.00386634
1584.0000	0.00387202
1583.5000	0.00387511
1583.0000	0.00388142
1582.5000	0.0038871
1582.0000	0.0038931
1581.5000	0.00389906
1581.0000	0.00390649
1580.5000	0.00391135
1580.0000	0.0039162
1579.5000	0.00391853
1579.0000	0.00392309
1578.5000	0.00392727
1578.0000	0.0039317
1577.5000	0.00393548
1577.0000	0.00393935
1576.5000	0.00393875
1576.0000	0.0039416
1575.5000	0.00394225
1575.0000	0.00394645
1574.5000	0.00394797
1574.0000	0.00395323
1573.5000	0.00395821
1573.0000	0.00396325
1572.5000	0.0039664
1572.0000	0.00397266
1571.5000	0.00397649
1571.0000	0.0039809
1570.5000	0.00398683
1570.0000	0.0039927
1569.5000	0.00399467
1569.0000	0.00400177
1568.5000	0.00400223
1568.0000	0.00400123
1567.5000	0.00400107
1567.0000	0.00400452
1566.5000	0.00400707
1566.0000	0.00400779
1565.5000	0.00400708
1565.0000	0.00400489
1564.5000	0.00400758
1564.0000	0.00400948
1563.5000	0.00401409
1563.0000	0.00401841
1562.5000	0.0040194
1562.0000	0.00402615
1561.5000	0.00402848
1561.0000	0.00402958
1560.5000	0.00403299
1560.0000	0.00403525
1559.5000	0.00404237
1559.0000	0.00404688
1558.5000	0.00405013
1558.0000	0.00405326
1557.5000	0.00405656
1557.0000	0.00406035
1556.5000	0.0040615
1556.0000	0.00406315
1555.5000	0.00406648
1555.0000	0.00407499
1554.5000	0.00407709
1554.0000	0.00407759
1553.5000	0.00408372
1553.0000	0.00408904
1552.5000	0.00409078
1552.0000	0.00409751
1551.5000	0.00410392
1551.0000	0.00410811
1550.5000	0.00411034
1550.0000	0.00411653
